organization,switch,switch_serial,port_id,port_name,enabled,,,switch,Inactive Enabled Count,Platoon,,Platoon,Count To Disable,Proposed Date,,Platoon,switch
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,34,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,35,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,36,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,37,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,38,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,39,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,41,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,42,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,43,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,45,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,46,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,47,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,48,Data 130,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,49,,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,50,,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,51,,True,,,,,,,,,,,,
BCMH,2nd Floor Stack 1 - 6,Q2QW-5LPS-3XUS,52,,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,2,Shortel,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,5,Shortel,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,10,Shortel,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,11,Shortel,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,20,Shortel,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,30,Shortel,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,33,Shortel,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,34,Shortel,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,36,Shortel,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,38,Static,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,39,Static,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,40,Static,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,41,Static,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,43,Static,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,45,Shortel Test,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,47,Static,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,49,,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,50,,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,51,,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,52,,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,53,,True,,,,,,,,,,,,
BCMH,Adrian-SW01,Q2QW-49TJ-35EN,54,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,3,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,5,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,6,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,7,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,8,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,9,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,10,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,11,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,12,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,13,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,14,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,15,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,17,,True,,,,,,,,,,,,
BCMH,Data Center 410-2,Q2AW-9GKL-GMGA,18,,True,,,,,,,,,,,,
BCMH,Data Center Core 410-1,Q2AW-9BXE-RTGG,9,Infusion Center,True,,,,,,,,,,,,
BCMH,Data Center Core 410-1,Q2AW-9BXE-RTGG,12,Open,True,,,,,,,,,,,,
BCMH,Data Center Core 410-1,Q2AW-9BXE-RTGG,13,N. Rack 1 SW 1,True,,,,,,,,,,,,
BCMH,Data Center Core 410-1,Q2AW-9BXE-RTGG,14,Open,True,,,,,,,,,,,,
BCMH,Data Center Core 410-1,Q2AW-9BXE-RTGG,16,S. Rack 1 ,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,3,Surgery Temp,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,5,ED Basement Temp,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,6,Telco Rm Rack 1 SW 2 Temp,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,8,Telco Rack SW 1 Temp,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,9,East Wing Temp,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,10,Radiology SW 2 Temp,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,12,Radiology SW 1 Temp,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,13,North Rack SW 5 Temp,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,14,N. Rack 1 SW 1 Temp,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,15,S. Rack SW 1,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,16,Core SW Telco Rm Temp,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,17,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,18,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,19,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,20,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,21,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,22,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,23,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,24,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,25,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,26,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,27,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,28,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,29,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,30,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,31,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,32,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,33,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,34,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,35,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,36,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,38,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,39,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,41,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,42,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,43,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,44,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,45,Primary MX port 5,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,46,Spare MX port 5,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,47,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,50,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,51,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-1,Q2QW-3DFK-HTN3,52,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,1,Old Virtual to New,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,3,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,5,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,6,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,8,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,9,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,12,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,13,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,14,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,15,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,16,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,17,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,18,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,19,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,20,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,21,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,22,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,23,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,24,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,25,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,26,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,27,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,28,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,29,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,30,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,31,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,32,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,33,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,34,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,35,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,36,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,37,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,38,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,39,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,41,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,42,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,43,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,44,Servers 1001,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,45,Primary MX port 6,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,46,Spare MX port 6,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,49,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,50,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-2,Q2QW-3HUA-WC76,52,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,1,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,3,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,5,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,6,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,7,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,8,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,9,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,12,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,13,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,14,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,15,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,16,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,17,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,18,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,19,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,20,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,21,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,22,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,23,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,24,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,25,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,26,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,27,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,28,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,29,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,30,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,31,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,32,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,33,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,34,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,35,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,36,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,37,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,38,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,39,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,41,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,42,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,43,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,44,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,45,Nimble Laptop,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,47,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,48,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,49,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,50,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-3,Q2QW-3HQY-PLVT,52,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,1,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,3,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,4,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,5,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,6,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,7,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,8,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,9,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,12,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,13,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,14,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,15,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,16,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,17,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,18,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,19,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,20,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,21,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,22,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,23,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,24,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,26,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,27,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,28,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,29,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,30,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,31,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,32,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,33,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,34,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,35,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,36,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,37,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,38,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,39,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,41,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,42,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,43,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,44,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,45,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,47,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,48,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,49,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-4,Q2QW-3HSN-4P98,52,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,1,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,2,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,3,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,4,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,5,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,6,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,7,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,8,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,9,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,12,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,13,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,14,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,15,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,16,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,17,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,18,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,19,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,20,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,21,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,22,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,23,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,24,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,25,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,26,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,27,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,28,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,29,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,30,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,31,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,32,Data 130,True,,,,,,,,,,,,
