organization,switch,switch_serial,port_id,port_name,enabled,,,switch,Inactive Enabled Count,Platoon,,Platoon,Count To Disable,Proposed Date,,Platoon,switch
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,33,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,34,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,35,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,36,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,37,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,38,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,39,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,41,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,42,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,43,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,44,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,45,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,48,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,49,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-5,Q2QW-3HJX-HMJC,52,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,1,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,2,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,3,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,4,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,5,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,6,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,7,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,8,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,9,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,10,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,12,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,13,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,14,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,15,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,16,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,17,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,18,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,19,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,20,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,21,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,22,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,23,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,24,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,25,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,26,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,27,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,28,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,29,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,30,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,31,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,32,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,33,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,34,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,35,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,36,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,37,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,38,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,39,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,41,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,42,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,43,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,44,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,45,Data 130,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,48,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,49,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,50,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,51,,True,,,,,,,,,,,,
BCMH,Data Center Stack 1-6,Q2QW-38ME-C8SH,52,,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,1,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,3,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,6,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,7,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,8,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,9,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,10,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,17,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,18,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,20,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,22,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,24,Shortel,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,26,Data 130,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,27,Data 130,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,28,Data 130,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,29,Data 130,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,30,Data 130,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,32,Data 130,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,33,Data 130,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,34,Data 130,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,35,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,36,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,37,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,38,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,39,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,40,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,41,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,42,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,43,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,44,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,45,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,46,Static,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,47,Wireless AP,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,49,,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,50,,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,51,,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,52,,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,53,,True,,,,,,,,,,,,
BCMH,East Class Room,Q2QW-398G-ARXG,54,,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,4,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,6,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,8,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,10,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,12,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,14,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,16,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,17,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,18,A-33,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,20,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,21,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,22,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,23,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,24,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,25,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,26,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,28,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,30,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,31,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,32,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,33,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,34,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,36,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,37,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,38,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,39,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,40,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,41,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,42,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,43,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,44,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,46,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,47,Wireless AP,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,50,,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,51,,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-1,Q2QW-57MA-XACU,52,,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,1,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,2,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,3,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,4,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,5,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,6,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,7,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,8,A-32,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,9,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,10,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,11,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,12,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,13,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,14,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,16,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,17,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,18,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,19,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,20,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,21,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,23,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,24,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,25,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,26,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,27,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,28,Shortel,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,30,Data 130,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,31,Patient Account UB,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,32,Data 130,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,33,CBO 2,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,34,Emergency Copper,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,35,CBO4,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,37,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,38,Patient Accounts Whitney,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,39,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,41,Static,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,46,Shortel Test,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,49,,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,50,,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,51,,True,,,,,,,,,,,,
BCMH,East Wing Stack 1-2,Q2QW-5BUL-MR55,52,,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,1,ShoreTel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,2,ShoreTel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,4,ShoreTel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,5,ShoreTel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,6,ShoreTel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,7,ShoreTel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,8,ShoreTel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,9,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,10,Camera,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,11,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,13,UNV Temp Sensor,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,14,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,15,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,16,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,17,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,18,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,19,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,20,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,21,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,22,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,23,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,24,Shortel,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,25,Data 130,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,26,Data 130,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,27,Data 130,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,28,Data 130,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,29,Data 130,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,30,Data 130,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,31,Data 130,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,32,Data 130,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,33,Data 130,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,34,Data 130,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,35,WIFI Setup,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,36,WIFI Setup,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,37,WIFI Setup,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,38,WIFI Setup,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,39,WIFI Setup,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,40,WIFI Setup,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,41,WIFI Setup,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,42,WIFI Setup,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,43,WIFI Setup,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,44,WIFI Setup,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,46,Shortel Test,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,48,Wireless AP,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,50,,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,51,,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,52,,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,53,,True,,,,,,,,,,,,
BCMH,Education Basement,Q2QW-5LHL-U2J9,54,,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,1,Surgery ,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,2,Radiolgy,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,5,Basement ED,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,6,East Wing,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,7,High St.,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,8,Basement Training,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,9,Edu Basement,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,10,,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,11,,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,12,,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,13,Rich Hill,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,15,Telco 1 Stack,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,16,Link to 250 1-1 Port 49,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,19,,True,,,,,,,,,,,,
BCMH,Fiber GW Telco rm MS-410,Q2AW-9UDQ-RWZC,20,,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,3,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,5,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,7,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,8,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,9,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,10,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,11,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,12,FCC High Tricia,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,15,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,16,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,17,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,18,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,20,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,21,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,22,Shortel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,25,ShoreTel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,26,ShoreTel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,29,ShoreTel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,31,ShoreTel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,34,ShoreTel,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,40,UNV Temp Sensor,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,41,Static,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,43,Static,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,45,Static,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,48,Wireless AP,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,50,,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,51,,True,,,,,,,,,,,,
BCMH,High FCC Stack 1-1,Q2QW-3HM4-ACWQ,52,,True,,,,,,,,,,,,
